STAT_ID,variable,n,adf_p,kpss_p,verdict
400460,pH,22,1.0,0.1,Diff-stationary
400460,SpecCond25C,22,0.0587,0.1,Diff-stationary
400460,Alkalinity,22,0.0395,0.1,Stationary
400460,Cl,22,0.952,0.1,Diff-stationary
400460,SO4,22,0.0,0.1,Stationary
400460,DIP,22,0.0344,0.1,Stationary
400461,pH,21,0.2505,0.1,Diff-stationary
400461,SpecCond25C,21,0.9979,0.014,Non-stationary
400461,Alkalinity,21,0.9104,0.0412,Non-stationary
400461,Cl,21,0.0009,0.0733,Stationary
400461,SO4,21,0.6229,0.1,Diff-stationary
400461,DIP,21,0.0,0.1,Stationary
400462,pH,46,0.0062,0.0562,Stationary
400462,SpecCond25C,47,0.0267,0.1,Stationary
400462,Alkalinity,46,0.0551,0.1,Diff-stationary
400462,Cl,46,0.0864,0.1,Diff-stationary
400462,SO4,46,0.144,0.0787,Diff-stationary
400462,DIP,45,0.0001,0.0153,Trend-stationary
400469,pH,56,0.0,0.0186,Trend-stationary
400469,SpecCond25C,56,0.0025,0.1,Stationary
400469,Alkalinity,56,0.0683,0.1,Diff-stationary
400469,Cl,56,0.0019,0.1,Stationary
400469,SO4,56,0.0003,0.1,Stationary
400469,DIP,56,0.0005,0.1,Stationary
400470,pH,66,0.0,0.0193,Trend-stationary
400470,SpecCond25C,66,0.0003,0.1,Stationary
400470,Alkalinity,66,0.0726,0.0642,Diff-stationary
400470,Cl,66,0.0001,0.1,Stationary
400470,SO4,66,0.0,0.1,Stationary
400470,DIP,66,0.0,0.1,Stationary
400472,pH,31,0.0002,0.0202,Trend-stationary
400472,SpecCond25C,31,0.0552,0.0267,Non-stationary
400473,pH,65,0.1896,0.1,Diff-stationary
400473,SpecCond25C,65,0.0999,0.0934,Diff-stationary
400473,Alkalinity,65,0.0971,0.0972,Diff-stationary
400473,Cl,65,0.071,0.0844,Diff-stationary
400473,SO4,65,0.0117,0.1,Stationary
400473,DIP,65,0.0,0.1,Stationary
400476,pH,82,0.0004,0.0575,Stationary
400476,SpecCond25C,82,0.0279,0.0998,Stationary
400476,Alkalinity,82,0.075,0.1,Diff-stationary
400476,Cl,82,0.0219,0.0941,Stationary
400476,SO4,82,0.0059,0.1,Stationary
400476,DIP,82,0.0,0.0489,Trend-stationary
400478,pH,54,0.0,0.0932,Stationary
400478,SpecCond25C,54,0.0,0.1,Stationary
400478,Alkalinity,50,0.0,0.1,Stationary
400478,Cl,50,0.008,0.0989,Stationary
400478,SO4,50,0.0092,0.1,Stationary
400478,DIP,54,0.0,0.1,Stationary
400479,pH,54,0.0,0.1,Stationary
400479,SpecCond25C,54,0.0386,0.0879,Stationary
400479,Alkalinity,54,0.0,0.01,Trend-stationary
400479,Cl,54,0.0097,0.0581,Stationary
400479,SO4,54,0.0,0.0977,Stationary
400479,DIP,54,0.0,0.1,Stationary
400481,pH,54,0.0,0.1,Stationary
400481,SpecCond25C,54,0.0,0.1,Stationary
400481,Alkalinity,54,0.0,0.1,Stationary
400481,Cl,54,0.0,0.1,Stationary
400481,SO4,54,0.0,0.1,Stationary
400481,DIP,53,0.0,0.1,Stationary
400482,pH,29,0.0259,0.1,Stationary
400482,SpecCond25C,29,0.7117,0.1,Diff-stationary
400482,Alkalinity,29,0.7116,0.1,Diff-stationary
400482,Cl,29,0.4851,0.1,Diff-stationary
400482,SO4,29,0.2002,0.1,Diff-stationary
400482,DIP,29,0.0,0.1,Stationary
400483,pH,71,0.0,0.1,Stationary
400483,SpecCond25C,71,0.0,0.1,Stationary
400483,Alkalinity,71,0.0,0.1,Stationary
400483,Cl,71,0.0,0.1,Stationary
400483,SO4,71,0.0013,0.0259,Trend-stationary
400483,DIP,71,0.0909,0.0796,Diff-stationary
400484,pH,21,0.0005,0.1,Stationary
400484,SpecCond25C,21,0.0104,0.1,Stationary
400484,Alkalinity,21,0.0476,0.1,Stationary
400484,Cl,21,0.0102,0.1,Stationary
400484,SO4,21,0.0001,0.1,Stationary
400484,DIP,21,0.6708,0.1,Diff-stationary
400485,pH,45,0.0,0.1,Stationary
400485,SpecCond25C,45,0.0128,0.0612,Stationary
400485,Alkalinity,44,0.0023,0.1,Stationary
400485,Cl,44,0.0008,0.1,Stationary
400485,SO4,44,0.0,0.1,Stationary
400485,DIP,45,0.6861,0.0489,Non-stationary
400486,pH,47,0.0004,0.1,Stationary
400486,SpecCond25C,47,0.0079,0.1,Stationary
400486,Alkalinity,46,0.0057,0.1,Stationary
400486,Cl,46,0.0,0.1,Stationary
400486,SO4,46,0.328,0.01,Non-stationary
400486,DIP,47,0.0035,0.0734,Stationary
400487,pH,80,0.5679,0.1,Diff-stationary
400487,SpecCond25C,80,0.0,0.1,Stationary
400487,Alkalinity,80,0.0,0.1,Stationary
400487,Cl,80,0.0,0.1,Stationary
400487,SO4,80,0.5398,0.0496,Non-stationary
400487,DIP,80,0.6141,0.1,Diff-stationary
400488,pH,35,0.0006,0.1,Stationary
400488,SpecCond25C,35,0.0006,0.1,Stationary
400488,Alkalinity,35,0.0,0.1,Stationary
400488,Cl,35,0.0033,0.1,Stationary
400488,SO4,35,0.0,0.1,Stationary
400488,DIP,35,0.0001,0.0875,Stationary
400490,pH,50,0.0,0.1,Stationary
400490,SpecCond25C,50,0.177,0.1,Diff-stationary
400490,Alkalinity,50,0.8519,0.1,Diff-stationary
400490,Cl,50,0.0001,0.1,Stationary
400490,SO4,50,0.0,0.0735,Stationary
400490,DIP,50,0.0,0.1,Stationary
400491,pH,82,0.0043,0.0871,Stationary
400491,SpecCond25C,82,0.6926,0.1,Diff-stationary
400491,Alkalinity,82,0.0,0.1,Stationary
400491,Cl,82,0.8281,0.1,Diff-stationary
400491,SO4,82,0.7131,0.1,Diff-stationary
400491,DIP,82,0.0001,0.1,Stationary
400493,pH,81,0.2619,0.1,Diff-stationary
400493,SpecCond25C,81,0.0,0.0407,Trend-stationary
400493,Alkalinity,80,0.0,0.1,Stationary
400493,Cl,81,0.0,0.1,Stationary
400493,SO4,80,0.0,0.1,Stationary
400493,DIP,81,0.0,0.0652,Stationary
400494,pH,45,0.0,0.0221,Trend-stationary
400494,SpecCond25C,45,0.0019,0.0601,Stationary
400494,Alkalinity,44,0.0,0.1,Stationary
400494,Cl,44,0.0,0.1,Stationary
400494,SO4,45,0.7033,0.01,Non-stationary
400494,DIP,45,0.0,0.1,Stationary
400495,pH,53,0.0,0.1,Stationary
400495,SpecCond25C,53,0.0368,0.0931,Stationary
400495,Alkalinity,53,0.0004,0.1,Stationary
400495,Cl,53,0.0668,0.0892,Diff-stationary
400495,SO4,53,0.0035,0.1,Stationary
400495,DIP,53,0.0,0.1,Stationary
400496,pH,73,0.0,0.1,Stationary
400496,SpecCond25C,73,0.1833,0.1,Diff-stationary
400496,Alkalinity,73,0.021,0.1,Stationary
400496,Cl,73,0.2112,0.1,Diff-stationary
400496,SO4,73,0.1873,0.1,Diff-stationary
400496,DIP,73,0.0,0.1,Stationary
400499,pH,81,0.0,0.1,Stationary
400499,SpecCond25C,81,0.6469,0.1,Diff-stationary
400499,Alkalinity,81,0.0,0.1,Stationary
400499,Cl,81,0.0002,0.1,Stationary
400499,SO4,81,0.0,0.1,Stationary
400499,DIP,81,0.0,0.0912,Stationary
400500,pH,59,0.0,0.1,Stationary
400500,SpecCond25C,59,0.4481,0.1,Diff-stationary
400500,Alkalinity,59,0.0,0.1,Stationary
400500,Cl,59,0.4756,0.1,Diff-stationary
400500,SO4,59,0.0,0.0703,Stationary
400500,DIP,59,0.0,0.1,Stationary
400501,pH,41,0.0,0.1,Stationary
400501,SpecCond25C,41,0.0,0.1,Stationary
400501,Alkalinity,41,0.0001,0.0965,Stationary
400501,Cl,41,0.0,0.1,Stationary
400501,SO4,41,0.0023,0.1,Stationary
400501,DIP,41,0.0,0.1,Stationary
400502,pH,81,0.6628,0.0757,Diff-stationary
400502,SpecCond25C,81,0.0003,0.1,Stationary
400502,Alkalinity,81,0.0,0.1,Stationary
400502,Cl,81,0.0007,0.1,Stationary
400502,SO4,81,0.0,0.1,Stationary
400502,DIP,81,0.0,0.1,Stationary
400503,pH,33,0.0,0.1,Stationary
400503,SpecCond25C,33,0.0001,0.1,Stationary
400503,Alkalinity,30,0.0001,0.0954,Stationary
400503,Cl,31,0.0025,0.1,Stationary
400503,SO4,32,0.9982,0.0217,Non-stationary
400503,DIP,33,0.5889,0.1,Diff-stationary
400504,pH,41,0.0,0.1,Stationary
400504,SpecCond25C,41,0.0007,0.1,Stationary
400504,Alkalinity,41,0.0001,0.1,Stationary
400504,Cl,41,0.0001,0.1,Stationary
400504,SO4,41,0.0002,0.1,Stationary
400504,DIP,41,0.0,0.1,Stationary
400505,pH,32,0.0,0.1,Stationary
400505,SpecCond25C,32,0.0001,0.0702,Stationary
400505,Alkalinity,32,0.9908,0.01,Non-stationary
400505,Cl,32,0.8798,0.0646,Diff-stationary
400505,SO4,32,0.0001,0.0918,Stationary
400505,DIP,32,0.1097,0.1,Diff-stationary
400506,pH,56,0.0,0.1,Stationary
400506,SpecCond25C,56,0.0226,0.0633,Stationary
400506,Alkalinity,56,0.0006,0.1,Stationary
400506,Cl,56,0.4914,0.1,Diff-stationary
400506,SO4,55,0.2123,0.01,Non-stationary
400506,DIP,56,0.0,0.1,Stationary
400507,pH,28,0.0,0.1,Stationary
400507,SpecCond25C,28,0.0001,0.0302,Trend-stationary
400507,Alkalinity,28,0.0073,0.1,Stationary
400507,Cl,28,0.0004,0.0971,Stationary
400507,SO4,28,0.0028,0.0801,Stationary
400507,DIP,28,0.0,0.0961,Stationary
400508,pH,33,0.0,0.0853,Stationary
400508,SpecCond25C,33,0.0938,0.1,Diff-stationary
400508,Alkalinity,32,0.0006,0.1,Stationary
400508,Cl,32,0.0,0.1,Stationary
400508,SO4,32,0.2199,0.067,Diff-stationary
400508,DIP,33,0.0001,0.1,Stationary
400509,pH,50,0.0,0.1,Stationary
400509,SpecCond25C,50,0.0007,0.1,Stationary
400509,Alkalinity,48,0.0,0.1,Stationary
400509,Cl,48,0.0695,0.1,Diff-stationary
400509,SO4,47,0.0,0.0586,Stationary
400509,DIP,50,0.0,0.1,Stationary
400510,pH,39,0.0,0.1,Stationary
400510,SpecCond25C,39,0.0001,0.1,Stationary
400510,Alkalinity,39,0.0001,0.1,Stationary
400510,Cl,39,0.0,0.1,Stationary
400510,SO4,39,0.0009,0.1,Stationary
400510,DIP,39,0.0,0.1,Stationary
400512,pH,47,0.0,0.1,Stationary
400512,SpecCond25C,47,0.0,0.1,Stationary
400512,Alkalinity,47,0.0,0.1,Stationary
400512,Cl,47,0.0,0.1,Stationary
400512,SO4,46,0.0,0.1,Stationary
400512,DIP,47,0.0,0.0174,Trend-stationary
400515,pH,42,0.0,0.1,Stationary
400515,SpecCond25C,42,0.0006,0.1,Stationary
400515,Alkalinity,42,0.0009,0.1,Stationary
400515,Cl,42,0.0006,0.1,Stationary
400515,SO4,42,0.0003,0.1,Stationary
400515,DIP,42,0.0,0.1,Stationary
400522,pH,80,0.0,0.1,Stationary
400522,SpecCond25C,80,0.0001,0.1,Stationary
400522,Alkalinity,77,0.0001,0.1,Stationary
400522,Cl,78,0.0,0.1,Stationary
400522,SO4,77,0.0001,0.1,Stationary
400522,DIP,79,0.0002,0.0482,Trend-stationary
400523,pH,82,0.0,0.1,Stationary
400523,SpecCond25C,82,0.0003,0.1,Stationary
400523,Alkalinity,80,0.0,0.1,Stationary
400523,Cl,80,0.0003,0.1,Stationary
400523,SO4,80,0.0021,0.1,Stationary
400523,DIP,82,0.0,0.1,Stationary
400524,pH,79,0.0,0.0108,Trend-stationary
400524,SpecCond25C,79,0.355,0.0893,Diff-stationary
400524,Alkalinity,76,0.0,0.1,Stationary
400524,Cl,76,0.8326,0.01,Non-stationary
400524,SO4,76,0.0407,0.0205,Trend-stationary
400524,DIP,79,0.0,0.1,Stationary
400525,pH,40,0.0,0.1,Stationary
400525,SpecCond25C,40,0.3074,0.1,Diff-stationary
400525,Alkalinity,40,0.0,0.1,Stationary
400525,Cl,40,0.458,0.0977,Diff-stationary
400525,SO4,40,0.493,0.1,Diff-stationary
400525,DIP,40,0.0,0.0267,Trend-stationary
400526,pH,48,0.0,0.1,Stationary
400526,SpecCond25C,48,0.0006,0.0188,Trend-stationary
400526,Alkalinity,48,0.0,0.0539,Stationary
400526,Cl,48,0.0167,0.01,Trend-stationary
400526,SO4,48,0.0,0.1,Stationary
400526,DIP,47,0.0,0.1,Stationary
400528,pH,81,0.0,0.07,Stationary
400528,SpecCond25C,81,0.0001,0.0494,Trend-stationary
400528,Alkalinity,81,0.0,0.0366,Trend-stationary
400528,Cl,79,0.0549,0.01,Non-stationary
400528,SO4,81,0.0,0.0355,Trend-stationary
400528,DIP,81,0.0,0.1,Stationary
400529,pH,67,0.0,0.0344,Trend-stationary
400529,SpecCond25C,67,0.0,0.0229,Trend-stationary
400529,Alkalinity,66,0.0,0.1,Stationary
400529,Cl,67,0.0,0.0906,Stationary
400529,SO4,67,0.0,0.1,Stationary
400529,DIP,67,0.0025,0.0432,Trend-stationary
400530,pH,41,0.0,0.1,Stationary
400530,SpecCond25C,41,0.6334,0.0505,Diff-stationary
400530,Alkalinity,41,0.0,0.0447,Trend-stationary
400530,Cl,41,0.0265,0.1,Stationary
400530,SO4,41,0.0,0.1,Stationary
400530,DIP,41,0.0114,0.1,Stationary
400531,pH,80,0.0,0.1,Stationary
400531,SpecCond25C,80,0.0006,0.1,Stationary
400531,Alkalinity,76,0.0,0.1,Stationary
400531,Cl,76,0.0001,0.1,Stationary
400531,SO4,77,0.0001,0.0882,Stationary
400531,DIP,80,0.0,0.0914,Stationary
400533,pH,48,0.0,0.1,Stationary
400533,SpecCond25C,48,0.0,0.1,Stationary
400533,Alkalinity,48,0.0338,0.1,Stationary
400533,Cl,48,0.0005,0.1,Stationary
400533,SO4,47,0.0,0.1,Stationary
400533,DIP,48,0.0,0.1,Stationary
400534,pH,45,0.0,0.1,Stationary
400534,SpecCond25C,45,0.0002,0.1,Stationary
400534,Alkalinity,45,0.0,0.0678,Stationary
400534,Cl,45,0.0323,0.1,Stationary
400534,SO4,45,0.0,0.0891,Stationary
400534,DIP,45,0.0,0.1,Stationary
400536,pH,81,0.0,0.0584,Stationary
400536,SpecCond25C,81,0.0054,0.0821,Stationary
400536,Alkalinity,78,0.0192,0.0863,Stationary
400536,Cl,76,0.0029,0.1,Stationary
400536,SO4,78,0.0035,0.0541,Stationary
400536,DIP,81,0.0,0.0661,Stationary
400538,pH,42,0.0001,0.057,Stationary
400538,SpecCond25C,41,0.0003,0.01,Trend-stationary
400538,Alkalinity,41,0.0631,0.1,Diff-stationary
400538,Cl,41,0.0062,0.01,Trend-stationary
400538,SO4,42,0.4195,0.0117,Non-stationary
400538,DIP,41,0.0,0.0901,Stationary
400539,pH,34,0.0,0.0907,Stationary
400539,SpecCond25C,34,0.001,0.1,Stationary
400539,Alkalinity,34,0.0082,0.1,Stationary
400539,Cl,34,0.0005,0.1,Stationary
400539,SO4,34,0.0292,0.1,Stationary
400539,DIP,34,0.0,0.1,Stationary
400540,pH,82,0.0,0.1,Stationary
400540,SpecCond25C,82,0.0,0.1,Stationary
400540,Alkalinity,81,0.0,0.1,Stationary
400540,Cl,81,0.0,0.1,Stationary
400540,SO4,81,0.0,0.1,Stationary
400540,DIP,82,0.0,0.1,Stationary
400541,pH,81,0.0,0.1,Stationary
400541,SpecCond25C,81,0.0,0.1,Stationary
400541,Alkalinity,80,0.0,0.035,Trend-stationary
400541,Cl,80,0.0,0.1,Stationary
400541,SO4,80,0.0,0.1,Stationary
400541,DIP,81,0.0,0.1,Stationary
400542,pH,80,0.0655,0.1,Diff-stationary
400542,SpecCond25C,80,0.0011,0.1,Stationary
400542,Alkalinity,78,0.0,0.1,Stationary
400542,Cl,78,0.0014,0.0455,Trend-stationary
400542,SO4,78,0.0043,0.1,Stationary
400542,DIP,80,0.0009,0.1,Stationary
400545,pH,78,0.0,0.1,Stationary
400545,SpecCond25C,78,0.0619,0.1,Diff-stationary
400545,Alkalinity,75,0.0156,0.1,Stationary
400545,Cl,75,0.0193,0.1,Stationary
400545,SO4,75,0.12,0.1,Diff-stationary
400545,DIP,78,0.0,0.1,Stationary
400551,pH,54,0.0,0.1,Stationary
400551,SpecCond25C,54,0.0001,0.1,Stationary
400551,Alkalinity,54,0.0,0.1,Stationary
400551,Cl,54,0.0,0.1,Stationary
400551,SO4,53,0.0002,0.1,Stationary
400551,DIP,54,0.0,0.0694,Stationary
400552,pH,39,0.0053,0.0387,Trend-stationary
400552,SpecCond25C,39,0.0,0.1,Stationary
400552,Alkalinity,39,0.0001,0.1,Stationary
400552,Cl,39,0.022,0.0277,Trend-stationary
400552,SO4,39,0.7395,0.0127,Non-stationary
400552,DIP,39,0.0,0.0698,Stationary
400557,pH,51,0.2604,0.0132,Non-stationary
400557,SpecCond25C,51,0.4095,0.0146,Non-stationary
400557,Alkalinity,51,0.0,0.1,Stationary
400557,Cl,50,0.0841,0.0457,Non-stationary
400557,SO4,51,0.0036,0.01,Trend-stationary
400557,DIP,51,0.0,0.1,Stationary
400562,pH,45,0.0,0.1,Stationary
400562,SpecCond25C,45,0.0008,0.058,Stationary
400562,Alkalinity,45,0.0,0.1,Stationary
400562,Cl,44,0.0158,0.1,Stationary
400562,SO4,45,0.0,0.1,Stationary
400562,DIP,45,0.0,0.1,Stationary
400564,pH,56,0.0,0.1,Stationary
400564,SpecCond25C,56,0.0547,0.01,Non-stationary
400564,Alkalinity,56,0.0,0.0821,Stationary
400564,Cl,56,0.03,0.01,Trend-stationary
400564,SO4,56,0.0763,0.01,Non-stationary
400564,DIP,56,0.0,0.049,Trend-stationary
400565,pH,50,0.0,0.1,Stationary
400565,SpecCond25C,50,0.201,0.0971,Diff-stationary
400565,Alkalinity,49,0.0005,0.1,Stationary
400565,Cl,49,0.0001,0.1,Stationary
400565,SO4,49,0.1816,0.1,Diff-stationary
400565,DIP,50,0.0,0.0898,Stationary
400566,pH,57,0.0,0.1,Stationary
400566,SpecCond25C,57,0.0,0.017,Trend-stationary
400566,Alkalinity,56,0.0004,0.1,Stationary
400566,Cl,56,0.0,0.01,Trend-stationary
400566,SO4,56,0.0,0.01,Trend-stationary
400566,DIP,57,0.0,0.1,Stationary
400567,pH,56,0.0001,0.1,Stationary
400567,SpecCond25C,56,0.0,0.1,Stationary
400567,Alkalinity,56,0.0154,0.1,Stationary
400567,Cl,56,0.1527,0.1,Diff-stationary
400567,SO4,56,0.0011,0.1,Stationary
400567,DIP,56,0.0,0.1,Stationary
400568,pH,57,0.1601,0.0249,Non-stationary
400568,SpecCond25C,57,0.0034,0.1,Stationary
400568,Alkalinity,57,0.0038,0.1,Stationary
400568,Cl,57,0.007,0.1,Stationary
400568,SO4,57,0.0138,0.0733,Stationary
400568,DIP,57,0.0,0.1,Stationary
400569,pH,59,0.12,0.0279,Non-stationary
400569,SpecCond25C,59,0.0002,0.1,Stationary
400569,Alkalinity,56,0.0006,0.0355,Trend-stationary
400569,Cl,56,0.002,0.1,Stationary
400569,SO4,56,0.0113,0.1,Stationary
400569,DIP,59,0.0,0.1,Stationary
400570,pH,58,0.0,0.0544,Stationary
400570,SpecCond25C,58,0.0071,0.01,Trend-stationary
400570,Alkalinity,58,0.0,0.0848,Stationary
400570,Cl,58,0.0226,0.01,Trend-stationary
400570,SO4,58,0.0027,0.01,Trend-stationary
400570,DIP,58,0.0,0.1,Stationary
400571,pH,47,0.0,0.0312,Trend-stationary
400571,SpecCond25C,47,0.0,0.1,Stationary
400571,Alkalinity,47,0.0,0.1,Stationary
400571,Cl,47,0.0,0.1,Stationary
400571,SO4,47,0.0,0.1,Stationary
400571,DIP,47,0.0,0.0391,Trend-stationary
400572,pH,38,0.0045,0.1,Stationary
400572,SpecCond25C,38,0.0,0.1,Stationary
400572,Alkalinity,38,0.0008,0.1,Stationary
400572,Cl,38,0.0,0.1,Stationary
400572,SO4,38,0.0,0.1,Stationary
400572,DIP,38,0.0,0.1,Stationary
400573,pH,58,0.031,0.0765,Stationary
400573,SpecCond25C,58,0.6206,0.01,Non-stationary
400573,Alkalinity,57,0.0,0.1,Stationary
400573,Cl,57,0.5357,0.01,Non-stationary
400573,SO4,57,0.6669,0.01,Non-stationary
400573,DIP,58,0.0001,0.1,Stationary
400575,pH,43,0.0,0.0919,Stationary
400575,SpecCond25C,43,0.0355,0.0149,Trend-stationary
400575,Alkalinity,43,0.0265,0.0452,Trend-stationary
400575,Cl,43,0.5572,0.0207,Non-stationary
400575,SO4,43,0.0803,0.0224,Non-stationary
400575,DIP,43,0.0,0.0484,Trend-stationary
400576,pH,54,0.0,0.1,Stationary
400576,SpecCond25C,54,0.0375,0.1,Stationary
400576,Alkalinity,52,0.0006,0.1,Stationary
400576,Cl,52,0.0435,0.1,Stationary
400576,SO4,52,0.0191,0.1,Stationary
400576,DIP,54,0.0,0.0604,Stationary
400578,pH,63,0.0,0.1,Stationary
400578,SpecCond25C,63,0.0,0.1,Stationary
400578,Alkalinity,63,0.0,0.1,Stationary
400578,Cl,61,0.5969,0.01,Non-stationary
400578,SO4,63,0.0,0.0183,Trend-stationary
400578,DIP,63,0.0,0.0331,Trend-stationary
400579,pH,62,0.0,0.1,Stationary
400579,SpecCond25C,62,0.0,0.1,Stationary
400579,Alkalinity,62,0.0,0.1,Stationary
400579,Cl,62,0.0,0.1,Stationary
400579,SO4,62,0.0005,0.1,Stationary
400579,DIP,62,0.0,0.1,Stationary
400580,pH,64,0.0,0.1,Stationary
400580,SpecCond25C,63,0.0,0.0182,Trend-stationary
400580,Alkalinity,64,0.0,0.0844,Stationary
400580,Cl,63,0.0,0.01,Trend-stationary
400580,SO4,64,0.0,0.1,Stationary
400580,DIP,64,0.0,0.1,Stationary
400581,pH,58,0.0,0.1,Stationary
400581,SpecCond25C,58,0.0,0.1,Stationary
400581,Alkalinity,58,0.0,0.1,Stationary
400581,Cl,57,0.0,0.1,Stationary
400581,SO4,57,0.0001,0.1,Stationary
400581,DIP,58,0.0,0.1,Stationary
400582,pH,50,0.0,0.0414,Trend-stationary
400582,SpecCond25C,50,0.0,0.1,Stationary
400582,Alkalinity,49,0.0,0.1,Stationary
400582,Cl,49,0.0,0.1,Stationary
400582,SO4,49,0.2143,0.1,Diff-stationary
400582,DIP,50,0.0,0.1,Stationary
400583,pH,55,0.0,0.1,Stationary
400583,SpecCond25C,55,0.0568,0.0847,Diff-stationary
400583,Alkalinity,55,0.0149,0.1,Stationary
400583,Cl,55,0.0001,0.0687,Stationary
400583,SO4,55,0.0003,0.1,Stationary
400583,DIP,55,0.0,0.1,Stationary
400584,pH,57,0.0,0.1,Stationary
400584,SpecCond25C,57,0.0012,0.0167,Trend-stationary
400584,Alkalinity,57,0.0001,0.0486,Trend-stationary
400584,Cl,57,0.206,0.0182,Non-stationary
400584,SO4,57,0.0,0.037,Trend-stationary
400584,DIP,57,0.0,0.1,Stationary
400585,pH,46,0.0,0.0272,Trend-stationary
400585,SpecCond25C,46,0.0003,0.1,Stationary
400585,Alkalinity,45,0.0,0.1,Stationary
400585,Cl,45,0.0014,0.1,Stationary
400585,SO4,45,0.0005,0.1,Stationary
400585,DIP,46,0.0,0.0333,Trend-stationary
400601,pH,59,0.0,0.1,Stationary
400601,SpecCond25C,59,0.0,0.0974,Stationary
400601,Alkalinity,59,0.0,0.1,Stationary
400601,Cl,58,0.0,0.1,Stationary
400601,SO4,59,0.05,0.1,Stationary
400601,DIP,59,0.5178,0.1,Diff-stationary
400604,pH,60,0.0,0.1,Stationary
400604,SpecCond25C,59,0.0,0.01,Trend-stationary
400604,Alkalinity,60,0.0023,0.1,Stationary
400604,Cl,58,0.0,0.0594,Stationary
400604,SO4,56,0.0,0.0533,Stationary
400604,DIP,60,0.0,0.1,Stationary
400605,pH,59,0.0006,0.1,Stationary
400605,SpecCond25C,58,0.0003,0.0159,Trend-stationary
400605,Alkalinity,59,0.0,0.1,Stationary
400605,Cl,58,0.0,0.1,Stationary
400605,SO4,59,0.0,0.0984,Stationary
400605,DIP,59,0.1086,0.1,Diff-stationary
400607,pH,64,0.0,0.0907,Stationary
400607,SpecCond25C,64,0.0,0.1,Stationary
400607,Alkalinity,62,0.0001,0.1,Stationary
400607,Cl,62,0.0012,0.0188,Trend-stationary
400607,SO4,61,0.8642,0.0222,Non-stationary
400607,DIP,64,0.0,0.0263,Trend-stationary
400608,pH,47,0.0,0.1,Stationary
400608,SpecCond25C,47,0.0,0.1,Stationary
400608,Alkalinity,47,0.0,0.1,Stationary
400608,Cl,47,0.0,0.1,Stationary
400608,SO4,47,0.0,0.1,Stationary
400608,DIP,47,0.0,0.1,Stationary
400609,pH,61,0.0,0.1,Stationary
400609,SpecCond25C,61,0.0043,0.01,Trend-stationary
400609,Alkalinity,56,0.004,0.1,Stationary
400609,Cl,62,0.0002,0.1,Stationary
400609,SO4,58,0.0,0.01,Trend-stationary
400609,DIP,59,0.0,0.01,Trend-stationary
400610,pH,62,0.0,0.1,Stationary
400610,SpecCond25C,62,0.0963,0.1,Diff-stationary
400610,Alkalinity,62,0.0,0.1,Stationary
400610,Cl,62,0.0,0.1,Stationary
400610,SO4,62,0.0044,0.1,Stationary
400610,DIP,62,0.0,0.1,Stationary
400611,pH,55,0.0,0.0152,Trend-stationary
400611,SpecCond25C,55,0.0013,0.1,Stationary
400611,Alkalinity,54,0.0,0.1,Stationary
400611,Cl,54,0.0002,0.1,Stationary
400611,SO4,53,0.0001,0.0517,Stationary
400611,DIP,55,0.0,0.1,Stationary
400612,pH,54,0.0,0.1,Stationary
400612,SpecCond25C,54,0.0,0.1,Stationary
400612,Alkalinity,54,0.0,0.1,Stationary
400612,Cl,53,0.0,0.1,Stationary
400612,SO4,54,0.0,0.0907,Stationary
400612,DIP,54,0.0011,0.1,Stationary
400628,pH,69,0.0,0.1,Stationary
400628,SpecCond25C,69,0.0,0.1,Stationary
400628,Alkalinity,63,0.0,0.1,Stationary
400628,Cl,63,0.0,0.0382,Trend-stationary
400628,SO4,63,0.0001,0.1,Stationary
400628,DIP,69,0.0,0.1,Stationary
400635,pH,83,0.0,0.01,Trend-stationary
400635,SpecCond25C,83,0.0025,0.0172,Trend-stationary
400635,Alkalinity,80,0.0001,0.1,Stationary
400635,Cl,80,0.0028,0.0221,Trend-stationary
400635,SO4,80,0.0029,0.0196,Trend-stationary
400635,DIP,83,0.0013,0.0675,Stationary
400637,pH,79,0.0,0.1,Stationary
400637,SpecCond25C,78,0.0007,0.01,Trend-stationary
400637,Alkalinity,77,0.0,0.1,Stationary
400637,Cl,79,0.0,0.0961,Stationary
400637,SO4,77,0.0,0.1,Stationary
400637,DIP,79,0.0,0.1,Stationary
400638,pH,63,0.0,0.1,Stationary
400638,SpecCond25C,63,0.0,0.1,Stationary
400638,Alkalinity,61,0.0,0.0348,Trend-stationary
400638,Cl,61,0.0,0.1,Stationary
400638,SO4,61,0.0,0.01,Trend-stationary
400638,DIP,63,0.0,0.1,Stationary
400639,pH,77,0.0,0.0386,Trend-stationary
400639,SpecCond25C,77,0.0002,0.0201,Trend-stationary
400639,Alkalinity,77,0.0,0.1,Stationary
400639,Cl,77,0.0,0.0276,Trend-stationary
400639,SO4,77,0.0801,0.1,Diff-stationary
400639,DIP,76,0.0,0.1,Stationary
400641,pH,56,0.017,0.0389,Trend-stationary
400641,SpecCond25C,56,0.0006,0.01,Trend-stationary
400641,Alkalinity,56,0.0147,0.0922,Stationary
400641,Cl,56,0.0004,0.01,Trend-stationary
400641,SO4,56,0.4239,0.0566,Diff-stationary
400641,DIP,56,0.0,0.1,Stationary
400642,pH,73,0.0,0.1,Stationary
400642,SpecCond25C,73,0.0,0.1,Stationary
400642,Alkalinity,73,0.0,0.1,Stationary
